Order_Id,User_Id,Brand_Id,Product_Id,Order Date ,Quantities Sold,Total Order Price
O27809,u47002,B7,P415,8/15/2019,15,$481.64
O27810,u44248,B7,P435,5/8/2019,6,$198.60
O27811,u30840,B7,P409,12/10/2019,6,$261.93
O27812,u21314,B7,P412,1/24/2019,11,$371.71
O27813,u39923,B7,P416,10/9/2019,10,$86.81
O27814,u17449,B7,P441,5/28/2019,6,$164.17
O27815,u9913,B7,P415,9/2/2019,13,$417.42
O27816,u44497,B7,P447,6/12/2019,2,$38.64
O27817,u24003,B7,P461,7/25/2019,8,$105.92
O27818,u35458,B7,P474,6/19/2019,12,$131.25
O27819,u20867,B7,P430,10/3/2019,4,$202.07
O27820,u3718,B7,P411,12/22/2019,1,$23.04
O27821,u26823,B7,P479,11/18/2019,5,$102.70
O27822,u28910,B7,P470,2/15/2019,1,$11.60
O27823,u41073,B7,P431,6/14/2019,6,$110.88
O27824,u20292,B7,P411,6/16/2019,7,$161.26
O27825,u2075,B7,P471,9/4/2019,10,$483.78
O27826,u11983,B7,P419,4/25/2019,5,$65.21
O27827,u10314,B7,P423,6/25/2019,11,$449.26
O27828,u20688,B7,P445,8/30/2019,2,$47.14
O27829,u32643,B7,P459,2/22/2019,13,$670.25
O27830,u18172,B7,P445,1/27/2019,5,$117.85
O27831,u34086,B7,P432,2/24/2019,12,$207.50
O27832,u4384,B7,P477,10/15/2019,5,$57.39
O27833,u18218,B7,P415,6/23/2019,5,$160.55
O27834,u36782,B7,P479,5/16/2019,13,$267.03
O27835,u39104,B7,P463,12/18/2019,13,$300.47
O27836,u20422,B7,P443,6/18/2019,10,$442.80
O27837,u9188,B7,P409,4/18/2019,8,$349.24
O27838,u17193,B7,P438,9/26/2019,14,$379.28
O27839,u14473,B7,P412,11/3/2019,5,$168.96
O27840,u11169,B7,P436,11/15/2019,6,$258.64
O27841,u32965,B7,P448,7/22/2019,6,$225.01
O27842,u47487,B7,P462,12/18/2019,6,$101.75
O27843,u44649,B7,P461,9/25/2019,2,$26.48
O27844,u40805,B7,P405,7/6/2019,11,$241.90
O27845,u32370,B7,P404,11/4/2019,9,$188.16
O27846,u5048,B7,P435,9/10/2019,10,$331.00
O27847,u27105,B7,P433,6/4/2019,12,$365.07
O27848,u11676,B7,P470,3/22/2019,15,$173.93
O27849,u48292,B7,P406,12/17/2019,15,$229.83
O27850,u19409,B7,P416,11/17/2019,3,$26.04
O27851,u18444,B7,P440,6/2/2019,14,$126.87
O27852,u33785,B7,P406,1/19/2019,15,$229.83
O27853,u30412,B7,P417,4/4/2019,2,$13.03
O27854,u31794,B7,P458,7/31/2019,11,$181.63
O27855,u17584,B7,P408,1/15/2019,4,$210.92
O27856,u1441,B7,P452,4/27/2019,4,$129.04
O27857,u466,B7,P451,4/23/2019,10,$528.40
O27858,u31548,B7,P468,6/29/2019,12,$335.33
O27859,u23606,B7,P441,5/10/2019,3,$82.09
O27860,u46331,B7,P476,12/11/2019,8,$325.91
O27861,u22268,B7,P454,7/15/2019,3,$78.16
O27862,u46989,B7,P417,11/4/2019,10,$65.17
O27863,u48874,B7,P415,1/4/2019,7,$224.76
O27864,u28181,B7,P429,11/23/2019,6,$128.45
O27865,u1498,B7,P456,10/9/2019,9,$334.95
O27866,u17053,B7,P465,3/12/2019,1,$24.94
O27867,u25102,B7,P459,11/28/2019,4,$206.23
O27868,u42520,B7,P423,12/15/2019,8,$326.74
O27869,u46131,B7,P417,1/4/2019,15,$97.75
O27870,u20581,B7,P432,7/21/2019,14,$242.09
O27871,u11201,B7,P459,6/23/2019,4,$206.23
O27872,u20077,B7,P406,9/9/2019,9,$137.90
O27873,u15304,B7,P471,6/19/2019,12,$580.54
O27874,u42080,B7,P468,1/13/2019,8,$223.55
O27875,u46943,B7,P459,4/17/2019,11,$567.14
O27876,u13849,B7,P441,8/18/2019,5,$136.81
O27877,u20408,B7,P413,6/15/2019,4,$181.61
O27878,u6346,B7,P406,12/18/2019,6,$91.93
O27879,u45724,B7,P442,2/23/2019,10,$175.50
O27880,u17990,B7,P412,3/11/2019,13,$439.30
O27881,u17223,B7,P458,11/17/2019,4,$66.05
O27882,u19495,B7,P413,11/27/2019,9,$408.62
O27883,u33084,B7,P440,11/13/2019,2,$18.12
O27884,u37313,B7,P441,10/17/2019,6,$164.17
O27885,u42062,B7,P474,11/3/2019,9,$98.44
O27886,u10589,B7,P410,9/3/2019,8,$248.50
O27887,u14981,B7,P420,10/4/2019,14,$126.22
O27888,u27432,B7,P416,12/19/2019,2,$17.36
O27889,u48018,B7,P469,5/8/2019,9,$316.34
O27890,u26360,B7,P445,9/6/2019,10,$235.70
O27891,u1304,B7,P405,4/6/2019,13,$285.88
O27892,u3347,B7,P433,12/18/2019,13,$395.49
O27893,u39687,B7,P411,5/1/2019,3,$69.11
O27894,u41278,B7,P471,6/11/2019,14,$677.30
O27895,u15635,B7,P425,3/2/2019,15,$313.00
O27896,u18616,B7,P407,7/23/2019,7,$150.31
O27897,u36001,B7,P465,10/4/2019,8,$199.49
O27898,u6651,B7,P431,2/3/2019,15,$277.21
O27899,u41807,B7,P468,9/24/2019,11,$307.39
O27900,u48184,B7,P412,4/5/2019,8,$270.34
O27901,u11207,B7,P438,4/23/2019,8,$216.73
O27902,u25334,B7,P412,2/12/2019,11,$371.71
O27903,u41505,B7,P457,3/21/2019,3,$141.30
O27904,u15390,B7,P417,2/7/2019,7,$45.62
O27905,u23402,B7,P426,12/8/2019,4,$132.79
O27906,u3160,B7,P438,4/27/2019,14,$379.28
O27907,u24814,B7,P450,8/15/2019,15,$213.84
O27908,u37708,B7,P441,8/3/2019,15,$410.43
O27909,u38579,B7,P442,7/25/2019,10,$175.50
O27910,u44251,B7,P452,3/12/2019,12,$387.12
O27911,u17408,B7,P430,10/19/2019,8,$404.14
O27912,u26398,B7,P427,1/30/2019,5,$251.07
O27913,u45627,B7,P471,6/14/2019,3,$145.14
O27914,u25010,B7,P481,7/10/2019,1,$30.93
O27915,u43906,B7,P429,11/27/2019,3,$64.23
O27916,u12366,B7,P455,2/24/2019,8,$385.15
O27917,u34388,B7,P481,12/6/2019,6,$185.59
O27918,u754,B7,P436,12/13/2019,3,$129.32
O27919,u36806,B7,P411,9/2/2019,10,$230.37
O27920,u34270,B7,P458,12/4/2019,10,$165.12
O27921,u24528,B7,P473,10/8/2019,13,$118.73
O27922,u19751,B7,P414,10/27/2019,10,$223.70
O27923,u34358,B7,P438,1/27/2019,3,$81.27
O27924,u15215,B7,P450,8/1/2019,5,$71.28
O27925,u37703,B7,P442,1/4/2019,14,$245.70
O27926,u41680,B7,P471,3/13/2019,3,$145.14
O27927,u48778,B7,P414,1/11/2019,15,$335.56
O27928,u21165,B7,P423,5/4/2019,15,$612.63
O27929,u49328,B7,P457,12/13/2019,15,$706.52
O27930,u31458,B7,P460,6/9/2019,8,$50.60
O27931,u18246,B7,P411,11/18/2019,13,$299.49
O27932,u37678,B7,P456,4/20/2019,7,$260.52
O27933,u39098,B7,P433,9/30/2019,2,$60.85
O27934,u24789,B7,P463,1/28/2019,5,$115.56
O27935,u2320,B7,P443,12/4/2019,14,$619.92
O27936,u21495,B7,P419,7/28/2019,13,$169.55
O27937,u31327,B7,P421,5/31/2019,1,$10.11
O27938,u38797,B7,P422,1/13/2019,8,$345.58
O27939,u40563,B7,P462,10/6/2019,3,$50.88
O27940,u30059,B7,P439,10/12/2019,8,$130.87
O27941,u27202,B7,P446,12/30/2019,3,$21.28
O27942,u29690,B7,P407,6/18/2019,4,$85.89
O27943,u18473,B7,P406,11/23/2019,9,$137.90
O27944,u5145,B7,P418,1/11/2019,1,$16.35
O27945,u31018,B7,P421,5/15/2019,6,$60.64
O27946,u29489,B7,P416,6/2/2019,14,$121.53
O27947,u23119,B7,P467,11/25/2019,14,$331.56
O27948,u36420,B7,P445,12/3/2019,9,$212.13
O27949,u11670,B7,P420,5/14/2019,3,$27.05
O27950,u25586,B7,P417,11/15/2019,13,$84.72
O27951,u23301,B7,P472,7/12/2019,6,$203.62
O27952,u7006,B7,P471,12/3/2019,1,$48.38
O27953,u18757,B7,P417,12/26/2019,14,$91.23
O27954,u30127,B7,P431,2/26/2019,9,$166.32
O27955,u25471,B7,P433,3/18/2019,3,$91.27
O27956,u25856,B7,P460,9/22/2019,8,$50.60
O27957,u39958,B7,P405,12/21/2019,10,$219.90
O27958,u21023,B7,P463,12/23/2019,2,$46.23
O27959,u37218,B7,P434,10/14/2019,11,$165.29
O27960,u31147,B7,P454,11/10/2019,4,$104.21
O27961,u42611,B7,P423,6/2/2019,4,$163.37
O27962,u22790,B7,P459,10/28/2019,12,$618.70
O27963,u14646,B7,P432,10/19/2019,13,$224.80
O27964,u4765,B7,P415,11/1/2019,14,$449.53
O27965,u37776,B7,P468,11/18/2019,7,$195.61
O27966,u33347,B7,P436,1/25/2019,7,$301.75
O27967,u28670,B7,P413,4/5/2019,11,$499.42
O27968,u20446,B7,P470,7/29/2019,12,$139.15
O27969,u39521,B7,P434,3/15/2019,6,$90.16
O27970,u42392,B7,P455,11/13/2019,15,$722.16
O27971,u7913,B7,P426,8/18/2019,3,$99.59
O27972,u7170,B7,P413,10/19/2019,14,$635.63
O27973,u15617,B7,P415,5/13/2019,5,$160.55
O27974,u28066,B7,P476,2/13/2019,12,$488.87
O27975,u2688,B7,P417,10/1/2019,14,$91.23
O27976,u44992,B7,P451,3/17/2019,15,$792.59
O27977,u38411,B7,P459,9/10/2019,7,$360.91
O27978,u11220,B7,P422,4/28/2019,1,$43.20
O27979,u15365,B7,P462,6/5/2019,5,$84.79
O27980,u22663,B7,P438,1/22/2019,5,$135.46
O27981,u46231,B7,P443,4/5/2019,9,$398.52
O27982,u40799,B7,P462,4/16/2019,5,$84.79
O27983,u7313,B7,P482,10/31/2019,2,$105.80
O27984,u25096,B7,P412,10/26/2019,13,$439.30
O27985,u16373,B7,P414,7/6/2019,13,$290.82
O27986,u29605,B7,P438,11/16/2019,14,$379.28
O27987,u21568,B7,P424,2/5/2019,14,$744.43
O27988,u34050,B7,P467,12/17/2019,10,$236.83
O27989,u30434,B7,P430,1/29/2019,10,$505.17
O27990,u7024,B7,P474,12/26/2019,7,$76.56
O27991,u3402,B7,P454,4/3/2019,8,$208.42
O27992,u17206,B7,P428,1/20/2019,8,$113.64
O27993,u31573,B7,P428,3/27/2019,5,$71.03
O27994,u4163,B7,P429,1/5/2019,9,$192.68
O27995,u8026,B7,P417,3/8/2019,11,$71.68
O27996,u49255,B7,P460,5/15/2019,6,$37.95
O27997,u31133,B7,P471,8/14/2019,7,$338.65
O27998,u37305,B7,P458,11/3/2019,14,$231.17
O27999,u5827,B7,P480,5/16/2019,6,$131.57
O28000,u3571,B7,P469,2/24/2019,3,$105.45
O28001,u18987,B7,P439,9/26/2019,4,$65.44
O28002,u7564,B7,P424,3/27/2019,15,$797.61
O28003,u30733,B7,P436,2/3/2019,11,$474.18
O28004,u24568,B7,P449,8/29/2019,14,$179.73
O28005,u17946,B7,P474,3/20/2019,1,$10.94
O28006,u38213,B7,P447,3/23/2019,10,$193.22
O28007,u16565,B7,P421,12/19/2019,3,$30.32
O28008,u38962,B7,P480,9/8/2019,7,$153.50
O28009,u47631,B7,P414,12/5/2019,12,$268.45
O28010,u26266,B7,P476,8/4/2019,6,$244.43
O28011,u29566,B7,P457,3/6/2019,15,$706.52
O28012,u38790,B7,P479,3/2/2019,5,$102.70
O28013,u27311,B7,P432,12/16/2019,15,$259.38
O28014,u41605,B7,P426,3/4/2019,12,$398.37
O28015,u32703,B7,P483,2/11/2019,1,$23.23
O28016,u20269,B7,P482,10/15/2019,15,$793.52
O28017,u391,B7,P435,10/27/2019,7,$231.70
O28018,u15157,B7,P411,1/4/2019,11,$253.41
O28019,u8769,B7,P416,11/19/2019,8,$69.45
O28020,u40367,B7,P444,5/11/2019,14,$574.56
O28021,u5455,B7,P424,6/5/2019,10,$531.74
O28022,u17496,B7,P419,10/17/2019,11,$143.47
O28023,u24850,B7,P453,1/1/2019,11,$242.88
O28024,u7297,B7,P477,9/1/2019,5,$57.39
O28025,u98,B7,P412,3/2/2019,6,$202.75
O28026,u40563,B7,P448,2/24/2019,12,$450.03
O28027,u40295,B7,P481,7/2/2019,9,$278.39
O28028,u2055,B7,P477,4/22/2019,5,$57.39
O28029,u14104,B7,P478,10/22/2019,12,$397.38
O28030,u8186,B7,P416,8/1/2019,3,$26.04
O28031,u43968,B7,P434,10/30/2019,4,$60.11
O28032,u35586,B7,P470,9/21/2019,4,$46.38
O28033,u17982,B7,P470,1/26/2019,12,$139.15
O28034,u5549,B7,P417,10/19/2019,10,$65.17
O28035,u4260,B7,P471,4/22/2019,2,$96.76
O28036,u30219,B7,P447,4/1/2019,5,$96.61
O28037,u41339,B7,P437,6/18/2019,14,$336.26
O28038,u33849,B7,P443,3/12/2019,8,$354.24
O28039,u27136,B7,P419,3/5/2019,6,$78.25
O28040,u24568,B7,P482,7/29/2019,13,$687.72
O28041,u13134,B7,P450,5/5/2019,8,$114.05
O28042,u13978,B7,P432,1/7/2019,11,$190.21
O28043,u43267,B7,P453,2/4/2019,5,$110.40
O28044,u38306,B7,P410,4/16/2019,10,$310.62
O28045,u22449,B7,P468,4/13/2019,12,$335.33
O28046,u32292,B7,P409,8/5/2019,5,$218.28
O28047,u35254,B7,P438,7/6/2019,5,$135.46
O28048,u46882,B7,P450,10/7/2019,2,$28.51
O28049,u14106,B7,P418,6/28/2019,13,$212.61
O28050,u42254,B7,P451,7/20/2019,14,$739.75
O28051,u19857,B7,P476,5/18/2019,8,$325.91
O28052,u6587,B7,P413,7/24/2019,4,$181.61
O28053,u38185,B7,P482,5/25/2019,2,$105.80
O28054,u8055,B7,P422,8/24/2019,5,$215.99
O28055,u18181,B7,P434,9/20/2019,5,$75.13
O28056,u37177,B7,P405,1/2/2019,3,$65.97
O28057,u16291,B7,P408,8/14/2019,7,$369.10
O28058,u212,B7,P419,3/16/2019,15,$195.64
O28059,u28849,B7,P455,10/6/2019,1,$48.14
O28060,u12716,B7,P446,5/9/2019,2,$14.18
O28061,u20298,B7,P432,2/4/2019,11,$190.21
O28062,u28565,B7,P433,7/23/2019,4,$121.69
O28063,u15334,B7,P421,10/13/2019,5,$50.54
O28064,u31207,B7,P457,2/25/2019,10,$471.01
O28065,u31205,B7,P464,8/21/2019,8,$65.33
O28066,u25088,B7,P473,3/27/2019,10,$91.33
O28067,u28819,B7,P455,4/18/2019,4,$192.58
O28068,u30198,B7,P411,1/22/2019,4,$92.15
O28069,u6730,B7,P426,1/9/2019,12,$398.37
O28070,u17536,B7,P415,9/26/2019,3,$96.33
O28071,u12244,B7,P449,1/8/2019,3,$38.51
O28072,u38553,B7,P458,5/15/2019,4,$66.05
O28073,u36317,B7,P452,7/10/2019,13,$419.38
O28074,u15016,B7,P467,12/1/2019,14,$331.56
O28075,u19487,B7,P421,10/8/2019,8,$80.86
O28076,u4321,B7,P452,12/15/2019,1,$32.26
O28077,u1354,B7,P427,12/24/2019,11,$552.36
O28078,u8309,B7,P474,12/18/2019,13,$142.19
O28079,u36080,B7,P415,7/20/2019,13,$417.42
O28080,u14786,B7,P441,2/13/2019,4,$109.45
O28081,u36541,B7,P407,7/25/2019,11,$236.21
O28082,u21006,B7,P414,11/5/2019,6,$134.22
O28083,u4253,B7,P444,4/13/2019,6,$246.24
O28084,u27624,B7,P455,2/22/2019,5,$240.72
O28085,u5637,B7,P432,12/6/2019,4,$69.17
O28086,u32319,B7,P440,1/1/2019,15,$135.94
O28087,u35652,B7,P474,10/26/2019,5,$54.69
O28088,u11387,B7,P454,12/3/2019,5,$130.26
O28089,u11044,B7,P464,10/28/2019,15,$122.49
O28090,u28838,B7,P410,8/31/2019,14,$434.87
O28091,u39664,B7,P412,7/22/2019,7,$236.54
O28092,u49482,B7,P447,3/2/2019,7,$135.26
O28093,u2121,B7,P469,1/10/2019,1,$35.15
O28094,u30404,B7,P465,12/12/2019,14,$349.11
O28095,u3888,B7,P456,5/26/2019,11,$409.39
O28096,u44258,B7,P455,1/19/2019,7,$337.01
O28097,u31486,B7,P450,4/5/2019,2,$28.51
O28098,u24821,B7,P419,3/26/2019,9,$117.38
O28099,u36042,B7,P416,10/18/2019,11,$95.49
O28100,u16865,B7,P432,2/20/2019,10,$172.92
O28101,u32084,B7,P468,9/30/2019,12,$335.33
O28102,u37130,B7,P455,1/1/2019,9,$433.30
O28103,u13316,B7,P442,5/29/2019,11,$193.05
O28104,u34128,B7,P452,8/6/2019,8,$258.08
O28105,u334,B7,P476,3/18/2019,8,$325.91
O28106,u1865,B7,P429,6/12/2019,2,$42.82
O28107,u36058,B7,P481,2/2/2019,5,$154.66
O28108,u5851,B7,P467,6/7/2019,3,$71.05
O28109,u22286,B7,P407,6/21/2019,11,$236.21
O28110,u840,B7,P462,7/5/2019,12,$203.50
O28111,u47533,B7,P460,3/19/2019,8,$50.60
O28112,u34682,B7,P458,8/5/2019,6,$99.07
O28113,u20382,B7,P466,3/14/2019,3,$112.25
O28114,u24806,B7,P441,4/1/2019,2,$54.72
O28115,u10481,B7,P466,8/18/2019,5,$187.09
O28116,u15951,B7,P432,3/11/2019,11,$190.21
O28117,u28171,B7,P444,1/27/2019,8,$328.32
O28118,u14621,B7,P465,4/27/2019,1,$24.94
O28119,u24187,B7,P465,4/25/2019,1,$24.94
O28120,u26738,B7,P417,1/29/2019,1,$6.52
O28121,u19103,B7,P421,4/14/2019,9,$90.97
O28122,u36438,B7,P448,7/2/2019,7,$262.52
O28123,u22891,B7,P433,4/19/2019,8,$243.38
O28124,u11842,B7,P438,4/5/2019,10,$270.91
O28125,u23407,B7,P436,5/21/2019,5,$215.54
O28126,u45883,B7,P419,12/13/2019,13,$169.55
O28127,u17475,B7,P432,7/18/2019,9,$155.63
O28128,u19286,B7,P429,5/3/2019,13,$278.31
O28129,u13975,B7,P431,5/25/2019,11,$203.28
O28130,u48180,B7,P449,10/6/2019,15,$192.57
O28131,u27590,B7,P433,4/30/2019,1,$30.42
O28132,u9538,B7,P457,4/28/2019,5,$235.51
O28133,u28154,B7,P430,7/28/2019,2,$101.03
O28134,u14737,B7,P411,1/11/2019,12,$276.45
O28135,u658,B7,P411,12/24/2019,12,$276.45
O28136,u10704,B7,P428,9/4/2019,6,$85.23
O28137,u17411,B7,P418,5/7/2019,11,$179.90
O28138,u21853,B7,P477,3/7/2019,6,$68.87
O28139,u27476,B7,P472,2/19/2019,8,$271.49
O28140,u16617,B7,P420,4/9/2019,11,$99.17
O28141,u30934,B7,P444,10/22/2019,9,$369.36
O28142,u33887,B7,P475,1/1/2019,13,$522.60
O28143,u41611,B7,P418,3/22/2019,7,$114.48
O28144,u25988,B7,P406,6/25/2019,13,$199.19
O28145,u42416,B7,P453,7/15/2019,2,$44.16
O28146,u11474,B7,P470,12/26/2019,7,$81.17
O28147,u31143,B7,P422,7/5/2019,4,$172.79
O28148,u48525,B7,P443,2/22/2019,7,$309.96
O28149,u21494,B7,P454,10/4/2019,9,$234.48
O28150,u35207,B7,P427,2/13/2019,9,$451.93
O28151,u46913,B7,P436,12/2/2019,15,$646.61
O28152,u8302,B7,P448,6/6/2019,14,$525.03
O28153,u32626,B7,P436,6/22/2019,10,$431.07
O28154,u46549,B7,P413,5/10/2019,2,$90.80
O28155,u10958,B7,P452,10/5/2019,15,$483.90
O28156,u5573,B7,P457,3/1/2019,10,$471.01
O28157,u14541,B7,P459,10/17/2019,11,$567.14
O28158,u20723,B7,P435,2/27/2019,8,$264.80
O28159,u12474,B7,P466,9/11/2019,15,$561.27
O28160,u5668,B7,P436,1/17/2019,10,$431.07
O28161,u2833,B7,P447,8/26/2019,7,$135.26
O28162,u783,B7,P447,8/10/2019,4,$77.29
O28163,u26374,B7,P432,7/12/2019,9,$155.63
O28164,u7666,B7,P474,9/7/2019,1,$10.94
O28165,u6730,B7,P461,12/7/2019,14,$185.36
O28166,u38172,B7,P476,5/22/2019,12,$488.87
O28167,u1226,B7,P429,11/13/2019,14,$299.72
O28168,u6131,B7,P413,1/13/2019,3,$136.21
O28169,u38657,B7,P427,5/31/2019,14,$703.00
O28170,u2670,B7,P471,12/11/2019,9,$435.41
O28171,u39247,B7,P417,4/27/2019,14,$91.23
O28172,u46343,B7,P478,1/27/2019,12,$397.38
O28173,u21788,B7,P422,11/24/2019,5,$215.99
O28174,u43851,B7,P408,9/29/2019,8,$421.83
O28175,u30870,B7,P410,8/11/2019,11,$341.69
O28176,u37198,B7,P455,1/28/2019,6,$288.87
O28177,u16474,B7,P453,11/1/2019,4,$88.32
O28178,u6898,B7,P406,4/24/2019,12,$183.87
O28179,u10390,B7,P417,1/4/2019,1,$6.52
O28180,u26205,B7,P418,11/21/2019,10,$163.55
O28181,u11167,B7,P414,11/2/2019,15,$335.56
O28182,u27945,B7,P437,4/6/2019,3,$72.06
O28183,u17193,B7,P421,6/5/2019,8,$80.86
O28184,u7892,B7,P445,12/23/2019,9,$212.13
O28185,u17254,B7,P476,10/6/2019,11,$448.13
O28186,u8017,B7,P435,12/31/2019,1,$33.10
O28187,u29156,B7,P463,11/6/2019,3,$69.34
O28188,u30296,B7,P445,10/25/2019,15,$353.54
O28189,u40090,B7,P418,7/28/2019,6,$98.13
O28190,u40023,B7,P474,2/23/2019,11,$120.31
O28191,u30966,B7,P468,2/18/2019,2,$55.89
O28192,u34228,B7,P477,5/23/2019,6,$68.87
O28193,u20420,B7,P425,7/12/2019,7,$146.06
O28194,u40322,B7,P445,2/1/2019,13,$306.40
O28195,u40275,B7,P407,9/27/2019,4,$85.89
O28196,u6503,B7,P480,4/3/2019,10,$219.29
O28197,u1391,B7,P404,6/5/2019,1,$20.91
O28198,u14908,B7,P445,2/9/2019,9,$212.13
O28199,u38920,B7,P461,9/5/2019,5,$66.20
O28200,u1435,B7,P413,6/30/2019,6,$272.41
O28201,u26384,B7,P453,12/23/2019,2,$44.16
O28202,u20382,B7,P416,11/17/2019,5,$43.40
O28203,u44726,B7,P451,10/15/2019,11,$581.23
O28204,u34556,B7,P477,7/14/2019,7,$80.35
O28205,u12021,B7,P469,12/28/2019,8,$281.19
O28206,u11612,B7,P472,10/19/2019,6,$203.62
O28207,u11825,B7,P454,7/5/2019,2,$52.11
O28208,u28740,B7,P468,5/5/2019,13,$363.27
O28209,u18869,B7,P437,11/5/2019,12,$288.22
O28210,u1173,B7,P470,11/19/2019,9,$104.36
O28211,u13889,B7,P417,6/7/2019,5,$32.58
O28212,u45684,B7,P456,2/6/2019,11,$409.39
O28213,u9602,B7,P482,5/17/2019,7,$370.31
O28214,u40530,B7,P410,6/28/2019,6,$186.37
O28215,u45156,B7,P418,4/25/2019,6,$98.13
O28216,u15054,B7,P426,10/7/2019,5,$165.99
O28217,u40672,B7,P404,8/18/2019,12,$250.88
O28218,u19261,B7,P431,1/8/2019,4,$73.92
O28219,u18744,B7,P406,8/13/2019,11,$168.55
O28220,u29518,B7,P409,3/24/2019,1,$43.66
O28221,u28925,B7,P476,10/27/2019,15,$611.09
O28222,u16587,B7,P410,5/3/2019,1,$31.06
O28223,u382,B7,P452,5/10/2019,15,$483.90
O28224,u6345,B7,P455,1/29/2019,4,$192.58
O28225,u18987,B7,P438,6/10/2019,4,$108.37
O28226,u28961,B7,P466,2/7/2019,15,$561.27
O28227,u38365,B7,P424,11/3/2019,11,$584.91
O28228,u25284,B7,P466,12/31/2019,13,$486.44
O28229,u760,B7,P437,9/19/2019,15,$360.28
O28230,u38535,B7,P424,11/9/2019,13,$691.26
O28231,u37361,B7,P454,9/22/2019,3,$78.16
O28232,u38052,B7,P433,11/22/2019,13,$395.49
O28233,u38918,B7,P453,7/11/2019,8,$176.64
O28234,u29952,B7,P448,10/8/2019,7,$262.52
O28235,u24470,B7,P443,1/26/2019,12,$531.36
O28236,u6882,B7,P457,9/12/2019,14,$659.42
O28237,u27862,B7,P424,5/21/2019,13,$691.26
O28238,u7106,B7,P448,6/23/2019,1,$37.50
O28239,u20865,B7,P422,3/16/2019,5,$215.99
O28240,u18346,B7,P480,11/8/2019,14,$307.00
O28241,u26334,B7,P415,6/13/2019,4,$128.44
O28242,u7254,B7,P450,5/31/2019,8,$114.05
O28243,u11297,B7,P453,10/2/2019,10,$220.80
O28244,u33908,B7,P464,10/31/2019,3,$24.50
O28245,u5567,B7,P420,3/8/2019,10,$90.16
O28246,u7187,B7,P428,3/28/2019,2,$28.41
O28247,u46734,B7,P454,8/10/2019,12,$312.64
O28248,u30550,B7,P434,2/17/2019,9,$135.24
O28249,u13676,B7,P473,1/31/2019,13,$118.73
O28250,u15040,B7,P457,10/19/2019,1,$47.10
O28251,u22540,B7,P412,7/12/2019,12,$405.50
O28252,u3186,B7,P438,5/16/2019,8,$216.73
O28253,u16854,B7,P435,10/14/2019,7,$231.70
O28254,u41754,B7,P454,2/5/2019,15,$390.79
O28255,u45669,B7,P463,10/7/2019,14,$323.58
O28256,u45561,B7,P465,11/6/2019,13,$324.17
O28257,u24860,B7,P434,12/14/2019,14,$210.37
O28258,u48225,B7,P462,5/25/2019,4,$67.83
O28259,u39627,B7,P481,4/30/2019,14,$433.05
O28260,u47896,B7,P428,1/7/2019,1,$14.21
O28261,u44252,B7,P451,9/15/2019,15,$792.59
O28262,u17717,B7,P446,5/6/2019,6,$42.55
O28263,u35175,B7,P456,7/12/2019,4,$148.87
O28264,u47567,B7,P438,12/6/2019,13,$352.19
O28265,u27913,B7,P468,7/11/2019,3,$83.83
O28266,u8257,B7,P438,8/16/2019,8,$216.73
O28267,u8081,B7,P445,12/15/2019,9,$212.13
O28268,u43850,B7,P410,7/8/2019,5,$155.31
O28269,u3476,B7,P435,6/1/2019,7,$231.70
O28270,u46407,B7,P409,1/18/2019,13,$567.52
O28271,u2660,B7,P417,6/12/2019,7,$45.62
O28272,u38901,B7,P406,12/27/2019,4,$61.29
O28273,u16464,B7,P448,7/11/2019,9,$337.52
O28274,u32085,B7,P412,7/16/2019,9,$304.13
O28275,u21229,B7,P457,4/29/2019,5,$235.51
O28276,u44998,B7,P450,5/10/2019,8,$114.05
O28277,u16188,B7,P471,8/8/2019,8,$387.03
O28278,u33879,B7,P482,8/30/2019,11,$581.92
O28279,u15195,B7,P431,1/1/2019,6,$110.88
O28280,u2346,B7,P469,3/11/2019,15,$527.23
O28281,u43732,B7,P411,5/17/2019,3,$69.11
O28282,u15727,B7,P443,9/4/2019,10,$442.80
O28283,u33015,B7,P413,12/29/2019,2,$90.80
O28284,u32731,B7,P432,5/11/2019,8,$138.34
O28285,u1744,B7,P467,6/10/2019,15,$355.24
O28286,u48731,B7,P481,2/11/2019,11,$340.25
O28287,u13944,B7,P444,8/3/2019,10,$410.40
O28288,u11702,B7,P473,4/24/2019,9,$82.19
O28289,u45136,B7,P458,4/19/2019,15,$247.68
O28290,u26393,B7,P436,1/16/2019,10,$431.07
O28291,u14179,B7,P465,8/28/2019,7,$174.55
O28292,u26053,B7,P466,1/9/2019,7,$261.93
O28293,u30326,B7,P481,12/7/2019,3,$92.80
O28294,u17641,B7,P423,12/30/2019,3,$122.53
O28295,u13776,B7,P427,7/19/2019,11,$552.36
O28296,u43948,B7,P407,5/1/2019,10,$214.73
O28297,u48168,B7,P467,9/28/2019,2,$47.37
O28298,u9602,B7,P416,6/28/2019,10,$86.81
O28299,u28552,B7,P439,8/29/2019,12,$196.31
O28300,u12183,B7,P456,8/7/2019,10,$372.17
O28301,u42340,B7,P464,8/31/2019,8,$65.33
O28302,u11310,B7,P413,10/2/2019,6,$272.41
O28303,u41064,B7,P455,12/24/2019,5,$240.72
O28304,u8818,B7,P404,5/5/2019,13,$271.78
O28305,u30655,B7,P446,2/5/2019,7,$49.64
O28306,u10253,B7,P470,12/22/2019,1,$11.60
